mpid,question,answer
4,ENGMA tuyển dụng những kỹ năng nào ?,"ENGMA đang tuyển dụng những kỹ năng: REST API, Flutter, Mobile, OOP, UX, UI Design"
4,Ekino VietNam tuyển dụng những kỹ năng nào ?,"Ekino VietNam đang tuyển dụng những kỹ năng: JavaScript, Tester, .NET, C#, ASP.NET, Manual Test, Automation Tester, QC, QA"
4,FABA Technology tuyển dụng những kỹ năng nào ?,"FABA Technology đang tuyển dụng những kỹ năng: Web, NodeJS, English Skills, ReactJS, Laravel, Database, Golang, LiveCode"
4,FE CREDIT tuyển dụng những kỹ năng nào ?,"FE CREDIT đang tuyển dụng những kỹ năng: Data Engineer, Data Reporting Analyst, PL, .NET, SQL, Front-End, Data Analytics, Software Architect, Flutter, Mobile, Oracle, Back-End, Business Analyst, Database Administrator, IT Manager, CRM System, Java"
4,FIBO tuyển dụng những kỹ năng nào ?,"FIBO đang tuyển dụng những kỹ năng: JavaScript, NodeJS, C#, MySQL, PHP, CSS"
4,FPT Information System tuyển dụng những kỹ năng nào ?,"FPT Information System đang tuyển dụng những kỹ năng: Agile, Product Manager, Videos Editor, Software Developer"
4,FPT Software tuyển dụng những kỹ năng nào ?,"FPT Software đang tuyển dụng những kỹ năng: Python, Data Engineer, SQL, Mobile, Full-Stack, Android, Back-End, Java, TypeScript, PySpark, Kotlin, Angular"
4,FireGroup Technology tuyển dụng những kỹ năng nào ?,"FireGroup Technology đang tuyển dụng những kỹ năng: JavaScript, UX Design, VueJS, UI Design, Front-End, UX, Manual Test, UI, QC, Designer"
4,Firefly Innovative (IZIHELP) tuyển dụng những kỹ năng nào ?,"Firefly Innovative (IZIHELP) đang tuyển dụng những kỹ năng: JavaScript, Tester, NodeJS, QA, QC"
4,GEE PACIFIC TECHNOLOGY SERVICE tuyển dụng những kỹ năng nào ?,"GEE PACIFIC TECHNOLOGY SERVICE đang tuyển dụng những kỹ năng: MySQL, J2EE, Back-End, Java"
4,GEMS TECH tuyển dụng những kỹ năng nào ?,"GEMS TECH đang tuyển dụng những kỹ năng: JavaScript, HTML5, Front-End, OOP, Back-End, Laravel, CSS3, MVC, ReactJS, PHP"
4,Gameloft Vietnam tuyển dụng những kỹ năng nào ?,"Gameloft Vietnam đang tuyển dụng những kỹ năng: Unity, C++, Java"
4,GeoComply (GeoTech Hub Vietnam) tuyển dụng những kỹ năng nào ?,"GeoComply (GeoTech Hub Vietnam) đang tuyển dụng những kỹ năng: Python, SQL, Data Analytics, Data Analyst"
4,Global Care tuyển dụng những kỹ năng nào ?,"Global Care đang tuyển dụng những kỹ năng: NodeJS, Back-End"
4,Got It tuyển dụng những kỹ năng nào ?,"Got It đang tuyển dụng những kỹ năng: Laravel, PHP"
4,Green Flash Software tuyển dụng những kỹ năng nào ?,"Green Flash Software đang tuyển dụng những kỹ năng: Spring, Java"
4,Groove Technology tuyển dụng những kỹ năng nào ?,"Groove Technology đang tuyển dụng những kỹ năng: Back-End, .NET"
4,HDSOFT tuyển dụng những kỹ năng nào ?,"HDSOFT đang tuyển dụng những kỹ năng: ASP.NET, .NET"
4,HOANG PHUC International tuyển dụng những kỹ năng nào ?,"HOANG PHUC International đang tuyển dụng những kỹ năng: VueJS, Front-End, Business Analyst, Product Owner, ReactJS"
4,HOIIO tuyển dụng những kỹ năng nào ?,"HOIIO đang tuyển dụng những kỹ năng: SQL, Python, Back-End, Redis"
4,HRS GROUP tuyển dụng những kỹ năng nào ?,"HRS GROUP đang tuyển dụng những kỹ năng: Python, Objective-C, Back-End, Java, QA, Automation Tester, UI Design"
4,Hanatour Japan System Việt Nam (HJSV) tuyển dụng những kỹ năng nào ?,"Hanatour Japan System Việt Nam (HJSV) đang tuyển dụng những kỹ năng: MyBatis, MySQL, Spring Boot, Java"
4,Hanwha Financial Technology tuyển dụng những kỹ năng nào ?,"Hanwha Financial Technology đang tuyển dụng những kỹ năng: NodeJS, Back-End"
4,HayHay tuyển dụng những kỹ năng nào ?,"HayHay đang tuyển dụng những kỹ năng: Game Design, Game"
4,Hero Arena tuyển dụng những kỹ năng nào ?,"Hero Arena đang tuyển dụng những kỹ năng: Tester, NodeJS, Appium, Selenium, Cucumber, Back-End, Product Owner, Manual Test, Automation Tester, QC, QA"
4,Hexience tuyển dụng những kỹ năng nào ?,"Hexience đang tuyển dụng những kỹ năng: JavaScript, Magento, Back-End, Laravel, Symfony, WordPress, CodeIgniter, PHP"
4,Hybrid Technologies tuyển dụng những kỹ năng nào ?,"Hybrid Technologies đang tuyển dụng những kỹ năng: Python, JavaScript, Back-End, IT Security, Django, PHP"
4,ICEO TECHNOLOGY (TAKI GROUP) tuyển dụng những kỹ năng nào ?,"ICEO TECHNOLOGY (TAKI GROUP) đang tuyển dụng những kỹ năng: NodeJS, React Native, ReactJS, JavaScript"
4,IDS Software tuyển dụng những kỹ năng nào ?,"IDS Software đang tuyển dụng những kỹ năng: VueJS, HTML5, Front-End, CSS3, React Native, JQuery"
4,IELTS Vietop tuyển dụng những kỹ năng nào ?,"IELTS Vietop đang tuyển dụng những kỹ năng: MySQL, WordPress, PHP"
4,INNOCHEE tuyển dụng những kỹ năng nào ?,"INNOCHEE đang tuyển dụng những kỹ năng: JavaScript, Full-Stack, Laravel, PHP"
4,ISB Vietnam tuyển dụng những kỹ năng nào ?,"ISB Vietnam đang tuyển dụng những kỹ năng: Tester, Kotlin, C, Front-End, NextJS, IT Communicator, Japanese - N2, Android, C++, Java, TypeScript, English, ReactJS, QC"
4,ITC Group tuyển dụng những kỹ năng nào ?,"ITC Group đang tuyển dụng những kỹ năng: JavaScript, Tester, .NET, Business Analyst, Java, PHP"
4,Infodation tuyển dụng những kỹ năng nào ?,"Infodation đang tuyển dụng những kỹ năng: Agile & Scrum, Manual Test, English, QC, Automation Tester"
4,InterGreat Education Group tuyển dụng những kỹ năng nào ?,InterGreat Education Group đang tuyển dụng những kỹ năng: Tester
4,Intrepid Group tuyển dụng những kỹ năng nào ?,"Intrepid Group đang tuyển dụng những kỹ năng: Manual Test, Tester, QC"
4,Just - In - Time Solutions tuyển dụng những kỹ năng nào ?,"Just - In - Time Solutions đang tuyển dụng những kỹ năng: Tester, .NET, C#, .NET Core, Manual Test, English - Good"
4,KMS Technology tuyển dụng những kỹ năng nào ?,"KMS Technology đang tuyển dụng những kỹ năng: Tester, Spring, .NET, Manual Tester, C#, Java, ASP.NET, Automation Tester, QC, QA"
4,LASTMILE WORKS tuyển dụng những kỹ năng nào ?,"LASTMILE WORKS đang tuyển dụng những kỹ năng: JavaScript, HTML5, Full-Stack, CSS3, TypeScript, WordPress, UI Design, PHP"
4,LG VS DCV (LG Vehicle Component Solutions Development Center Vietnam) tuyển dụng những kỹ năng nào ?,"LG VS DCV (LG Vehicle Component Solutions Development Center Vietnam) đang tuyển dụng những kỹ năng: Embedded, QT Framework, OOP, Android, C++, Java"
4,LINE Vietnam tuyển dụng những kỹ năng nào ?,"LINE Vietnam đang tuyển dụng những kỹ năng: JavaScript, Python, VueJS, React, Front-End, Mobile, Java, Automation Tester, Performance Testing"
4,Laidon Group tuyển dụng những kỹ năng nào ?,"Laidon Group đang tuyển dụng những kỹ năng: NodeJS, OOP, Back-End, ABAP, SAP"
4,Littlelives tuyển dụng những kỹ năng nào ?,"Littlelives đang tuyển dụng những kỹ năng: DevOps, NodeJS, Back-End, Java, Elixir"
4,Lucky Tech tuyển dụng những kỹ năng nào ?,"Lucky Tech đang tuyển dụng những kỹ năng: JavaScript, Solidity, iOS, React, NodeJS, Oop, C#, Blockchain, Network, Net Framwork, Android, Mobile, Redux, Unity3d, React Native, Rust, ASP.NET Core"
4,M2 Vietnam tuyển dụng những kỹ năng nào ?,"M2 Vietnam đang tuyển dụng những kỹ năng: Web, Back-End, NodeJS"
4,METASOURCE tuyển dụng những kỹ năng nào ?,"METASOURCE đang tuyển dụng những kỹ năng: JavaScript, API, Tester, NodeJS, NoSQL, MySQL, Problem Solving Skill, English, Golang, QC, Automation Tester"
4,MISA SOFTWARE tuyển dụng những kỹ năng nào ?,"MISA SOFTWARE đang tuyển dụng những kỹ năng: VueJS, .NET, C#, ReactJS, Full-Stack, Back-End, ASP.NET, AngularJS"
4,MOBIFONE PLUS tuyển dụng những kỹ năng nào ?,"MOBIFONE PLUS đang tuyển dụng những kỹ năng: System Admin, SQL Server, Manager, MySQL, PMP, Software Developer"
4,MSIG Insurance (Vietnam) Company Limited tuyển dụng những kỹ năng nào ?,"MSIG Insurance (Vietnam) Company Limited đang tuyển dụng những kỹ năng: System Admin, JavaScript, IT System, .NET, AWS, NodeJS, Infrastructure, C#, System Engineer, System Security, Cybersecurity, Cloud"
4,Manabie tuyển dụng những kỹ năng nào ?,"Manabie đang tuyển dụng những kỹ năng: JavaScript, Front-End, Redux, ReactJS, CSS"
4,Megazone Vietnam Company Limited tuyển dụng những kỹ năng nào ?,"Megazone Vietnam Company Limited đang tuyển dụng những kỹ năng: DevOps, AWS, Front-End, Solution Architect, Jee, Java, AngularJS, PHP, VueJS, Spring, ReactJS, JavaScript, Project Manager, CD, Magento, CI, Full-Stack, TypeScript, Cloud"
4,Meta Tech tuyển dụng những kỹ năng nào ?,"Meta Tech đang tuyển dụng những kỹ năng: API, MongoDB, Spring, NodeJS, PostgreSql, Back-End, Java"
4,Metacoders tuyển dụng những kỹ năng nào ?,"Metacoders đang tuyển dụng những kỹ năng: JavaScript, NodeJS, NextJS, Back-End, C++, HTML, TypeScript, ReactJS, CSS"
4,Metamars tuyển dụng những kỹ năng nào ?,"Metamars đang tuyển dụng những kỹ năng: Unity, Animation 2D, Game Design, 2D Artist"
4,Minerva Technology Solutions JSC tuyển dụng những kỹ năng nào ?,"Minerva Technology Solutions JSC đang tuyển dụng những kỹ năng: Python, iOS, Swift, NodeJS, SwiftUI, Mobile, OOP, Back-End, Java, Golang"
4,Mirae Asset Finance Company tuyển dụng những kỹ năng nào ?,"Mirae Asset Finance Company đang tuyển dụng những kỹ năng: iOS, SQL, Mobile, Android, Business Analyst, Manual Test, React Native, QA"
4,Money Forward Vietnam tuyển dụng những kỹ năng nào ?,"Money Forward Vietnam đang tuyển dụng những kỹ năng: Tester, QC, Manual Tester, Back-End, Java, Web Developer, Golang, Kotlin, QA"
4,NAB tuyển dụng những kỹ năng nào ?,"NAB đang tuyển dụng những kỹ năng: Tester, Automation QA, Manual Tester, Selenium, Java, Manual Test, Automation Tester, QC, QA, Manual"
4,NATIONAL IT INDUSTRY PROMOTION AGENCY (HANOI) tuyển dụng những kỹ năng nào ?,"NATIONAL IT INDUSTRY PROMOTION AGENCY (HANOI) đang tuyển dụng những kỹ năng: Back-End, Front-End, Java"
4,NAVER Vietnam tuyển dụng những kỹ năng nào ?,"NAVER Vietnam đang tuyển dụng những kỹ năng: .NET, Swift, Front-End, HTML, MacOS, Back-End, C++, Java, UI Design, CSS, iOS, VueJS, Spring, C#, .NET Core, Windows, ReactJS, JavaScript, Objective-C"
4,NEOLAB VIỆT NAM (Đà Nẵng) tuyển dụng những kỹ năng nào ?,"NEOLAB VIỆT NAM (Đà Nẵng) đang tuyển dụng những kỹ năng: JavaScript, VueJS, Front-End, Full-Stack, Laravel, Back-End, Symfony, ReactJS, CodeIgniter, PHP, Ruby on Rails"
4,NETVIET MEDIA tuyển dụng những kỹ năng nào ?,"NETVIET MEDIA đang tuyển dụng những kỹ năng: Mobile, Android, Kotlin, Java"
4,"NEYU Ltd., tuyển dụng những kỹ năng nào ?","NEYU Ltd., đang tuyển dụng những kỹ năng: Python, Technical Architect, Business Intelligence, SQL, Technical Engineer, Power BI Specialist, MySQL, Data Science, JavaEE"
4,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN BƯU ĐIỆN LIÊN VIỆT tuyển dụng những kỹ năng nào ?,"NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN BƯU ĐIỆN LIÊN VIỆT đang tuyển dụng những kỹ năng: .NET, Spring Boot, Blockchain, MySQL, PostgreSQL, SQL Server, Oracle, Java, UI Design, AI, Spring, C#, Data Analytics, UX, Web Service, Big Data, Linux, Business Analyst, Database"
4,NGÂN HÀNG Á CHÂU (ACB) tuyển dụng những kỹ năng nào ?,"NGÂN HÀNG Á CHÂU (ACB) đang tuyển dụng những kỹ năng: .NET, NodeJS, C#, Golang, .NET Core, Java, ASP.NET, Entity Framework, Cloud"
4,NTT DATA Vietnam tuyển dụng những kỹ năng nào ?,"NTT DATA Vietnam đang tuyển dụng những kỹ năng: .NET, Front-End, Network, MySQL, PostgreSql, English, JQuery, Azure, Data Engineer, Lifecycle (sdlc), Ccna, NoSQL, Oracle, Back-End, Java, QA, React Native, AngularJS, Automation Tester, IT Manager, QC, PHP, IT Administrator, System Admin, Tester, Videos Editor, MCSA, Spring, JavaScript, MS SQL, Cisco, NodeJS, Manual Tester, Magento, Japanese, J2EE, CCNP, Cloud"
4,Nash Tech tuyển dụng những kỹ năng nào ?,"Nash Tech đang tuyển dụng những kỹ năng: Python, DevOps, C#, Java, Golang"
4,NaviWorld Vietnam tuyển dụng những kỹ năng nào ?,"NaviWorld Vietnam đang tuyển dụng những kỹ năng: MS SQL, .NET, SQL, Microsoft Dynamics AX, Microsoft Dynamics 365, C++, Cloud, Microsoft Dynamics, Azure"
4,Ngân hàng Quốc Tế VIB tuyển dụng những kỹ năng nào ?,"Ngân hàng Quốc Tế VIB đang tuyển dụng những kỹ năng: .NET, AWS, Front-End, MySQL, Mobile, ASP.NET, Web Application, Golang, Azure, Solution Architect, REST API, SQL Server, Oracle, Back-End, Java, React Native, Automation Tester, UI Design, Graphic Design, Designer, MongoDB, Tester, iOS, SQL, C#, Selenium, .NET Core, UX, MVC, ReactJS, ASP.NET Core, Angular, JavaScript, Jmeter, MS SQL, Oracle ERP Cloud, NodeJS, Project Manager, Oracle Rac, Agile, Android, Google Cloud Platform - Rollbar, Core Banking, Database, English - Good, Cloud"
4,Ngân hàng TMCP Hàng Hải Việt Nam (MSB) tuyển dụng những kỹ năng nào ?,"Ngân hàng TMCP Hàng Hải Việt Nam (MSB) đang tuyển dụng những kỹ năng: Java EE, DevOps, Front-End, Machine Learning, Mobile, Hibernate, Solution Architect, Data Science, Java, Java Core, React Native, TypeScript, Python, iOS, Scala, Spring, ReactJS, JavaScript, Big Data, Project Manager, Business Intelligence, Data Architecture, Agile, Flutter, Android, Business Analyst, Core Banking, Spss"
4,Ngân hàng TMCP Sài Gòn Thương tín (Sacombank) tuyển dụng những kỹ năng nào ?,"Ngân hàng TMCP Sài Gòn Thương tín (Sacombank) đang tuyển dụng những kỹ năng: API, Front-End, xml, Product Operation, Project Coordinator, Unit Testing, Oracle, Java, TypeScript, UI Design, AngularJS, System Admin, SQL, HTML & CSS, JSON, Digital Design, JavaScript, Linux, UX Design, Json, Core Banking"
4,Ngân hàng TMCP Việt Nam Thịnh Vượng (VPBank) tuyển dụng những kỹ năng nào ?,"Ngân hàng TMCP Việt Nam Thịnh Vượng (VPBank) đang tuyển dụng những kỹ năng: Agile & Scrum, Git, Software Developer, Java"
4,OMT tuyển dụng những kỹ năng nào ?,"OMT đang tuyển dụng những kỹ năng: Laravel, Front-End, PHP"
4,ORIENT SOFTWARE DEVELOPMENT CORPORATION tuyển dụng những kỹ năng nào ?,"ORIENT SOFTWARE DEVELOPMENT CORPORATION đang tuyển dụng những kỹ năng: C#, Selenium, QA, Automation Tester, QC"
4,Omega Media tuyển dụng những kỹ năng nào ?,Omega Media đang tuyển dụng những kỹ năng: Product Manager
4,Pixelz tuyển dụng những kỹ năng nào ?,"Pixelz đang tuyển dụng những kỹ năng: C#, .NET, .NET Core"
4,Punch Entertainment Vietnam tuyển dụng những kỹ năng nào ?,"Punch Entertainment Vietnam đang tuyển dụng những kỹ năng: Game Developer, IT Helpdesk, Unity, Unity3d, IT Administrator"
4,Q-CONNECTION tuyển dụng những kỹ năng nào ?,"Q-CONNECTION đang tuyển dụng những kỹ năng: MVC, CodeIgniter, PHP, Laravel"
4,QA Solutions tuyển dụng những kỹ năng nào ?,"QA Solutions đang tuyển dụng những kỹ năng: ASP.NET, C#, MS SQL"
4,QST Technology tuyển dụng những kỹ năng nào ?,"QST Technology đang tuyển dụng những kỹ năng: MS SQL, HTML & CSS, PostgreSql, ASP.NET, ASP.NET Core"
4,RPSoft tuyển dụng những kỹ năng nào ?,"RPSoft đang tuyển dụng những kỹ năng: JavaScript, .NET, C#, Front-End, React Native, AngularJS"
4,Restaff - House of Norway tuyển dụng những kỹ năng nào ?,"Restaff - House of Norway đang tuyển dụng những kỹ năng: .NET, ASP.NET Core, .NET Core"
4,RiverCrane Vietnam tuyển dụng những kỹ năng nào ?,"RiverCrane Vietnam đang tuyển dụng những kỹ năng: JavaScript, PHP, CSS, HTML"
4,SCALEFLEX tuyển dụng những kỹ năng nào ?,"SCALEFLEX đang tuyển dụng những kỹ năng: JavaScript, Python, PHP"
4,SECOMUS tuyển dụng những kỹ năng nào ?,"SECOMUS đang tuyển dụng những kỹ năng: JavaScript, JQuery, Linux, VueJS, HTML & CSS, MySQL, Git, PHP"
4,SHIFT ASIA tuyển dụng những kỹ năng nào ?,"SHIFT ASIA đang tuyển dụng những kỹ năng: AWS, Front-End, English, Japanese ( N1 Or N2), BrSE, REST API, Ruby on Rails, Back-End, Java, PHP, Microsoft, Python, Japanese - N1, Japanese - N2, ReactJS, Software Developer, Angular, JavaScript, NodeJS, Magento, Japanese, English - Good, Cloud"
4,SOFTWORLD VIETNAM LTD. tuyển dụng những kỹ năng nào ?,"SOFTWORLD VIETNAM LTD. đang tuyển dụng những kỹ năng: iOS, Spring Boot, HTML & CSS, Java 8, Flutter, React Native, Japanese - N2, Android, Mobile, Business Analyst, Back-End, Java, JUnit, JQuery, Golang, BrSE"
4,SSE (Solution Software Enterprise) tuyển dụng những kỹ năng nào ?,"SSE (Solution Software Enterprise) đang tuyển dụng những kỹ năng: JavaScript, VueJS, .NET, VB.NET, ASP.NET, ReactJS"
4,STAVIAN tuyển dụng những kỹ năng nào ?,"STAVIAN đang tuyển dụng những kỹ năng: ASP.NET, C#, .NET"
4,STI Holdings tuyển dụng những kỹ năng nào ?,"STI Holdings đang tuyển dụng những kỹ năng: Test Engineer, Manual Test, Mobile Tester, QC, QA, Web Tester"
4,SUGA tuyển dụng những kỹ năng nào ?,"SUGA đang tuyển dụng những kỹ năng: Tester, Adobe XD, Web Design, Web, HTML5, Agile, Flutter, IT Auditor, CSS, Mobile, Test, HTML, Scrum, Photoshop"
4,SUTUNAM VIETNAM tuyển dụng những kỹ năng nào ?,"SUTUNAM VIETNAM đang tuyển dụng những kỹ năng: JavaScript, Front-End, HTML & CSS, HTML, CSS"
4,Seal Commerce tuyển dụng những kỹ năng nào ?,"Seal Commerce đang tuyển dụng những kỹ năng: Python, Tester, Data Engineer, Mobile, UX, Ruby, Manual Test, UI, Golang, QC, QA"
4,"Secomm Solution Consulting Co., Ltd. tuyển dụng những kỹ năng nào ?","Secomm Solution Consulting Co., Ltd. đang tuyển dụng những kỹ năng: VueJS, Magento, Front-End, Web Developer, ReactJS, PHP"
